EmployeeID,RoleID,RoleName,WeightedSkillReadiness,MandatorySkillCoverage,RoleReadinessScore,TotalSkillGap,CriticalGapCount,MissingSkillCount,Department,JobLevel,Location,TenureYears,PerformanceRating,PotentialCategory,MobilityInterest,ReadinessBand
E0553,R004,Workforce Planning Analyst,50.3,0.0,42.8,18.0,4.0,2.0,Finance,L4,"Toronto, ON",3.3,4,Solid,Medium,Significant Gap
E0222,R004,Workforce Planning Analyst,49.0,0.0,41.6,19.0,4.0,4.0,Operations,L4,"Montreal, QC",2.1,3,Developing,Low,Significant Gap
E0402,R005,HR Data Analyst,53.8,50.0,53.2,16.0,2.0,4.0,Human Resources,L3,"Ottawa, ON",6.4,4,High,Medium,Significant Gap
E0488,R005,HR Data Analyst,52.9,50.0,52.5,16.0,2.0,4.0,Human Resources,L4,"Toronto, ON",5.0,3,Solid,High,Significant Gap
E0503,R005,HR Data Analyst,51.7,50.0,51.4,15.0,2.0,3.0,Human Resources,L4,Remote - Canada,1.8,3,Solid,High,Significant Gap
E0242,R005,HR Data Analyst,48.3,50.0,48.6,16.0,2.0,4.0,Human Resources,L4,"Vancouver, BC",1.3,4,Developing,Medium,Significant Gap
E0416,R005,HR Data Analyst,52.5,25.0,48.4,14.0,3.0,3.0,Human Resources,L3,"Toronto, ON",5.6,2,Solid,High,Significant Gap
E0142,R005,HR Data Analyst,47.5,50.0,47.9,16.0,2.0,4.0,Human Resources,L1,"Toronto, ON",2.4,4,High,Low,Significant Gap
E0309,R005,HR Data Analyst,47.5,50.0,47.9,16.0,2.0,4.0,Human Resources,L4,Remote - Canada,5.0,3,Solid,Medium,Significant Gap
E0128,R005,HR Data Analyst,46.2,50.0,46.8,18.0,2.0,5.0,Human Resources,L2,"Vancouver, BC",4.1,4,Solid,Medium,Significant Gap
E0057,R005,HR Data Analyst,50.0,25.0,46.2,14.0,3.0,3.0,Human Resources,L4,"Vancouver, BC",1.2,4,Developing,Medium,Significant Gap
E0547,R005,HR Data Analyst,48.3,25.0,44.8,13.0,3.0,3.0,Human Resources,L4,"Vancouver, BC",7.0,2,High,Medium,Significant Gap
E0242,R006,People Analytics Manager,59.7,20.0,53.7,21.0,4.0,3.0,Human Resources,L4,"Vancouver, BC",1.3,4,Developing,Medium,Significant Gap
E0207,R006,People Analytics Manager,55.2,40.0,52.9,24.0,3.0,3.0,Engineering,L5,"Montreal, QC",5.8,4,High,Medium,Significant Gap
E0313,R006,People Analytics Manager,61.8,0.0,52.6,20.0,5.0,2.0,Human Resources,L4,"Vancouver, BC",3.0,3,Solid,Medium,Significant Gap
E0488,R006,People Analytics Manager,57.9,20.0,52.2,22.0,4.0,4.0,Human Resources,L4,"Toronto, ON",5.0,3,Solid,High,Significant Gap
E0051,R006,People Analytics Manager,57.2,20.0,51.7,22.0,4.0,4.0,Human Resources,L5,"Calgary, AB",3.2,4,High,Medium,Significant Gap
E0428,R006,People Analytics Manager,51.4,40.0,49.7,26.0,3.0,5.0,Engineering,L5,"Toronto, ON",7.1,4,Developing,High,Significant Gap
E0057,R006,People Analytics Manager,54.9,20.0,49.7,24.0,4.0,4.0,Human Resources,L4,"Vancouver, BC",1.2,4,Developing,Medium,Significant Gap
E0472,R006,People Analytics Manager,49.7,40.0,48.2,26.0,3.0,6.0,Finance,L5,"Toronto, ON",2.3,2,Solid,Medium,Significant Gap
E0092,R006,People Analytics Manager,44.8,60.0,47.1,29.0,2.0,6.0,Engineering,L4,Remote - Canada,3.1,3,Developing,Low,Significant Gap
E0525,R006,People Analytics Manager,46.2,40.0,45.3,29.0,3.0,6.0,Human Resources,L4,"Ottawa, ON",3.5,2,Solid,High,Significant Gap
E0240,R007,HRIS & People Data Specialist,51.4,20.0,46.7,20.0,4.0,3.0,Engineering,L3,"Vancouver, BC",0.3,4,Solid,Medium,Significant Gap
E0388,R007,HRIS & People Data Specialist,51.4,20.0,46.7,19.0,4.0,4.0,Engineering,L4,"Montreal, QC",8.7,5,Solid,Medium,Significant Gap
E0503,R007,HRIS & People Data Specialist,50.3,20.0,45.7,16.0,4.0,3.0,Human Resources,L4,Remote - Canada,1.8,3,Solid,High,Significant Gap
E0185,R007,HRIS & People Data Specialist,48.6,20.0,44.3,19.0,4.0,4.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0207,R007,HRIS & People Data Specialist,49.3,0.0,41.9,18.0,5.0,3.0,Engineering,L5,"Montreal, QC",5.8,4,High,Medium,Significant Gap
E0128,R007,HRIS & People Data Specialist,45.2,20.0,41.4,20.0,4.0,4.0,Human Resources,L2,"Vancouver, BC",4.1,4,Solid,Medium,Significant Gap
E0560,R007,HRIS & People Data Specialist,44.9,20.0,41.2,21.0,4.0,4.0,Engineering,L3,"Vancouver, BC",3.2,5,Solid,Low,Significant Gap
E0038,R007,HRIS & People Data Specialist,40.9,40.0,40.8,23.0,3.0,5.0,Engineering,L3,"Ottawa, ON",4.3,4,Developing,Low,Significant Gap
E0320,R007,HRIS & People Data Specialist,46.4,0.0,39.4,21.0,5.0,3.0,Engineering,L1,"Vancouver, BC",4.6,3,Developing,Medium,Significant Gap
E0137,R007,HRIS & People Data Specialist,46.0,0.0,39.1,19.0,5.0,3.0,Engineering,L5,"Montreal, QC",0.3,3,Developing,High,Significant Gap
E0430,R008,Talent Management Analytics Specialist,45.1,50.0,45.9,20.0,2.0,5.0,Human Resources,L3,Remote - Canada,0.3,5,Solid,Low,Significant Gap
E0245,R008,Talent Management Analytics Specialist,47.6,0.0,40.4,19.0,4.0,3.0,Human Resources,L4,"Vancouver, BC",3.3,3,Developing,Medium,Significant Gap
E0356,R008,Talent Management Analytics Specialist,42.9,25.0,40.2,21.0,3.0,5.0,Human Resources,L3,"Toronto, ON",6.6,3,Developing,High,Significant Gap
E0102,R008,Talent Management Analytics Specialist,47.1,0.0,40.0,19.0,4.0,3.0,Human Resources,L2,"Ottawa, ON",10.0,3,Developing,High,Significant Gap
E0562,R008,Talent Management Analytics Specialist,44.1,0.0,37.5,20.0,4.0,4.0,Human Resources,L4,"Calgary, AB",5.1,3,Developing,Medium,Significant Gap
E0292,R008,Talent Management Analytics Specialist,39.6,25.0,37.4,22.0,3.0,5.0,Human Resources,L2,"Toronto, ON",4.7,5,High,High,Significant Gap
E0187,R008,Talent Management Analytics Specialist,42.2,0.0,35.9,21.0,4.0,4.0,Human Resources,L2,"Vancouver, BC",8.1,2,High,High,Significant Gap
E0220,R008,Talent Management Analytics Specialist,41.2,0.0,35.0,21.0,4.0,4.0,Human Resources,L4,"Calgary, AB",0.3,3,Solid,Medium,Significant Gap
E0313,R008,Talent Management Analytics Specialist,40.2,0.0,34.2,21.0,4.0,5.0,Human Resources,L4,"Vancouver, BC",3.0,3,Solid,Medium,Significant Gap
E0415,R008,Talent Management Analytics Specialist,39.4,0.0,33.5,21.0,4.0,4.0,Human Resources,L5,"Montreal, QC",6.6,3,Solid,Low,Significant Gap
