EmployeeID,RoleID,RoleName,WeightedSkillReadiness,MandatorySkillCoverage,RoleReadinessScore,TotalSkillGap,CriticalGapCount,MissingSkillCount,Department,JobLevel,Location,TenureYears,PerformanceRating,PotentialCategory,MobilityInterest,ReadinessBand
E0002,R006,People Analytics Manager,49.7,20.0,45.2,26.0,4.0,4.0,Legal & Compliance,L6,"Calgary, AB",0.3,3,High,Low,Significant Gap
E0002,R007,HRIS & People Data Specialist,33.0,20.0,31.0,24.0,4.0,5.0,Legal & Compliance,L6,"Calgary, AB",0.3,3,High,Low,Significant Gap
E0002,R008,Talent Management Analytics Specialist,13.2,0.0,11.2,31.0,4.0,7.0,Legal & Compliance,L6,"Calgary, AB",0.3,3,High,Low,Significant Gap
E0003,R001,People Analytics Specialist,23.2,0.0,19.7,31.0,5.0,8.0,Sales,L1,"Ottawa, ON",0.3,3,Solid,High,Significant Gap
E0003,R002,Senior People Analytics Analyst,18.2,0.0,15.4,39.0,6.0,8.0,Sales,L1,"Ottawa, ON",0.3,3,Solid,High,Significant Gap
E0003,R003,Talent Intelligence Analyst,12.8,0.0,10.9,34.0,5.0,9.0,Sales,L1,"Ottawa, ON",0.3,3,Solid,High,Significant Gap
E0003,R004,Workforce Planning Analyst,27.8,0.0,23.6,26.0,4.0,5.0,Sales,L1,"Ottawa, ON",0.3,3,Solid,High,Significant Gap
E0003,R005,HR Data Analyst,15.8,0.0,13.5,23.0,4.0,6.0,Sales,L1,"Ottawa, ON",0.3,3,Solid,High,Significant Gap
E0003,R006,People Analytics Manager,17.9,0.0,15.2,43.0,5.0,8.0,Sales,L1,"Ottawa, ON",0.3,3,Solid,High,Significant Gap
E0003,R007,HRIS & People Data Specialist,10.1,0.0,8.6,32.0,5.0,8.0,Sales,L1,"Ottawa, ON",0.3,3,Solid,High,Significant Gap
E0003,R008,Talent Management Analytics Specialist,13.9,0.0,11.8,31.0,4.0,7.0,Sales,L1,"Ottawa, ON",0.3,3,Solid,High,Significant Gap
E0004,R001,People Analytics Specialist,19.0,0.0,16.2,33.0,5.0,8.0,Sales,L4,"Toronto, ON",7.5,5,Solid,Low,Significant Gap
E0004,R002,Senior People Analytics Analyst,22.3,16.7,21.5,37.0,5.0,8.0,Sales,L4,"Toronto, ON",7.5,5,Solid,Low,Significant Gap
E0004,R003,Talent Intelligence Analyst,12.8,0.0,10.9,34.0,5.0,9.0,Sales,L4,"Toronto, ON",7.5,5,Solid,Low,Significant Gap
E0004,R004,Workforce Planning Analyst,24.3,0.0,20.7,27.0,4.0,6.0,Sales,L4,"Toronto, ON",7.5,5,Solid,Low,Significant Gap
E0004,R005,HR Data Analyst,10.0,0.0,8.5,26.0,4.0,7.0,Sales,L4,"Toronto, ON",7.5,5,Solid,Low,Significant Gap
E0004,R006,People Analytics Manager,33.1,20.0,31.1,35.0,4.0,7.0,Sales,L4,"Toronto, ON",7.5,5,Solid,Low,Significant Gap
E0004,R007,HRIS & People Data Specialist,16.7,0.0,14.2,29.0,5.0,6.0,Sales,L4,"Toronto, ON",7.5,5,Solid,Low,Significant Gap
E0004,R008,Talent Management Analytics Specialist,11.1,0.0,9.4,32.0,4.0,8.0,Sales,L4,"Toronto, ON",7.5,5,Solid,Low,Significant Gap
E0005,R001,People Analytics Specialist,32.4,0.0,27.6,28.0,5.0,6.0,Finance,L4,"Vancouver, BC",6.1,3,Developing,High,Significant Gap
E0005,R002,Senior People Analytics Analyst,31.0,16.7,28.8,33.0,5.0,7.0,Finance,L4,"Vancouver, BC",6.1,3,Developing,High,Significant Gap
E0005,R003,Talent Intelligence Analyst,20.5,0.0,17.4,31.0,5.0,8.0,Finance,L4,"Vancouver, BC",6.1,3,Developing,High,Significant Gap
E0005,R004,Workforce Planning Analyst,44.4,0.0,37.8,20.0,4.0,3.0,Finance,L4,"Vancouver, BC",6.1,3,Developing,High,Significant Gap
E0005,R005,HR Data Analyst,9.2,0.0,7.8,26.0,4.0,7.0,Finance,L4,"Vancouver, BC",6.1,3,Developing,High,Significant Gap
E0005,R006,People Analytics Manager,36.6,0.0,31.1,33.0,5.0,6.0,Finance,L4,"Vancouver, BC",6.1,3,Developing,High,Significant Gap
E0005,R007,HRIS & People Data Specialist,13.0,0.0,11.1,30.0,5.0,7.0,Finance,L4,"Vancouver, BC",6.1,3,Developing,High,Significant Gap
E0005,R008,Talent Management Analytics Specialist,13.9,0.0,11.8,31.0,4.0,8.0,Finance,L4,"Vancouver, BC",6.1,3,Developing,High,Significant Gap
E0006,R001,People Analytics Specialist,29.5,20.0,28.0,30.0,4.0,7.0,Engineering,L1,"Montreal, QC",5.8,3,High,Low,Significant Gap
E0006,R002,Senior People Analytics Analyst,17.2,0.0,14.6,40.0,6.0,8.0,Engineering,L1,"Montreal, QC",5.8,3,High,Low,Significant Gap
E0006,R003,Talent Intelligence Analyst,11.5,0.0,9.8,33.0,5.0,8.0,Engineering,L1,"Montreal, QC",5.8,3,High,Low,Significant Gap
E0006,R004,Workforce Planning Analyst,14.6,0.0,12.4,32.0,4.0,7.0,Engineering,L1,"Montreal, QC",5.8,3,High,Low,Significant Gap
E0006,R005,HR Data Analyst,40.8,25.0,38.5,18.0,3.0,4.0,Engineering,L1,"Montreal, QC",5.8,3,High,Low,Significant Gap
E0006,R006,People Analytics Manager,15.9,0.0,13.5,44.0,5.0,8.0,Engineering,L1,"Montreal, QC",5.8,3,High,Low,Significant Gap
E0006,R007,HRIS & People Data Specialist,29.7,0.0,25.3,27.0,5.0,5.0,Engineering,L1,"Montreal, QC",5.8,3,High,Low,Significant Gap
E0006,R008,Talent Management Analytics Specialist,2.1,0.0,1.8,36.0,4.0,9.0,Engineering,L1,"Montreal, QC",5.8,3,High,Low,Significant Gap
E0007,R001,People Analytics Specialist,31.0,20.0,29.3,29.0,4.0,7.0,Human Resources,L1,"Calgary, AB",6.8,3,Solid,Medium,Significant Gap
E0007,R002,Senior People Analytics Analyst,13.4,0.0,11.4,41.0,6.0,7.0,Human Resources,L1,"Calgary, AB",6.8,3,Solid,Medium,Significant Gap
E0007,R003,Talent Intelligence Analyst,10.3,0.0,8.7,35.0,5.0,9.0,Human Resources,L1,"Calgary, AB",6.8,3,Solid,Medium,Significant Gap
E0007,R004,Workforce Planning Analyst,13.2,0.0,11.2,33.0,4.0,7.0,Human Resources,L1,"Calgary, AB",6.8,3,Solid,Medium,Significant Gap
E0007,R005,HR Data Analyst,42.5,25.0,39.9,18.0,3.0,4.0,Human Resources,L1,"Calgary, AB",6.8,3,Solid,Medium,Significant Gap
E0007,R006,People Analytics Manager,12.8,0.0,10.8,45.0,5.0,8.0,Human Resources,L1,"Calgary, AB",6.8,3,Solid,Medium,Significant Gap
E0007,R007,HRIS & People Data Specialist,34.7,0.0,29.5,24.0,5.0,4.0,Human Resources,L1,"Calgary, AB",6.8,3,Solid,Medium,Significant Gap
E0007,R008,Talent Management Analytics Specialist,16.7,0.0,14.2,31.0,4.0,7.0,Human Resources,L1,"Calgary, AB",6.8,3,Solid,Medium,Significant Gap
E0008,R001,People Analytics Specialist,19.6,0.0,16.7,33.0,5.0,8.0,Sales,L2,"Toronto, ON",7.4,4,High,Medium,Significant Gap
E0008,R002,Senior People Analytics Analyst,11.2,0.0,9.5,43.0,6.0,9.0,Sales,L2,"Toronto, ON",7.4,4,High,Medium,Significant Gap
E0008,R003,Talent Intelligence Analyst,10.3,0.0,8.7,35.0,5.0,9.0,Sales,L2,"Toronto, ON",7.4,4,High,Medium,Significant Gap
E0008,R004,Workforce Planning Analyst,11.8,0.0,10.0,33.0,4.0,7.0,Sales,L2,"Toronto, ON",7.4,4,High,Medium,Significant Gap
E0008,R005,HR Data Analyst,16.2,0.0,13.8,24.0,4.0,6.0,Sales,L2,"Toronto, ON",7.4,4,High,Medium,Significant Gap
E0008,R006,People Analytics Manager,11.7,0.0,10.0,46.0,5.0,8.0,Sales,L2,"Toronto, ON",7.4,4,High,Medium,Significant Gap
E0008,R007,HRIS & People Data Specialist,18.5,0.0,15.7,29.0,5.0,6.0,Sales,L2,"Toronto, ON",7.4,4,High,Medium,Significant Gap
E0008,R008,Talent Management Analytics Specialist,11.1,0.0,9.4,32.0,4.0,7.0,Sales,L2,"Toronto, ON",7.4,4,High,Medium,Significant Gap
E0009,R001,People Analytics Specialist,23.5,0.0,20.0,31.0,5.0,7.0,Sales,L3,Remote - Canada,1.0,2,Solid,Medium,Significant Gap
E0009,R002,Senior People Analytics Analyst,13.7,0.0,11.6,40.0,6.0,7.0,Sales,L3,Remote - Canada,1.0,2,Solid,Medium,Significant Gap
E0009,R003,Talent Intelligence Analyst,2.6,0.0,2.2,38.0,5.0,10.0,Sales,L3,Remote - Canada,1.0,2,Solid,Medium,Significant Gap
E0009,R004,Workforce Planning Analyst,14.6,0.0,12.4,32.0,4.0,6.0,Sales,L3,Remote - Canada,1.0,2,Solid,Medium,Significant Gap
E0009,R005,HR Data Analyst,27.9,0.0,23.7,19.0,4.0,5.0,Sales,L3,Remote - Canada,1.0,2,Solid,Medium,Significant Gap
E0009,R006,People Analytics Manager,12.8,0.0,10.8,45.0,5.0,8.0,Sales,L3,Remote - Canada,1.0,2,Solid,Medium,Significant Gap
E0009,R007,HRIS & People Data Specialist,25.7,0.0,21.9,27.0,5.0,6.0,Sales,L3,Remote - Canada,1.0,2,Solid,Medium,Significant Gap
E0009,R008,Talent Management Analytics Specialist,6.2,0.0,5.3,34.0,4.0,9.0,Sales,L3,Remote - Canada,1.0,2,Solid,Medium,Significant Gap
E0010,R001,People Analytics Specialist,8.9,0.0,7.6,37.0,5.0,10.0,Engineering,L2,"Montreal, QC",7.7,3,Solid,Medium,Significant Gap
E0010,R002,Senior People Analytics Analyst,11.7,0.0,9.9,42.0,6.0,10.0,Engineering,L2,"Montreal, QC",7.7,3,Solid,Medium,Significant Gap
E0010,R003,Talent Intelligence Analyst,12.8,0.0,10.9,33.0,5.0,8.0,Engineering,L2,"Montreal, QC",7.7,3,Solid,Medium,Significant Gap
E0010,R004,Workforce Planning Analyst,2.1,0.0,1.8,37.0,4.0,9.0,Engineering,L2,"Montreal, QC",7.7,3,Solid,Medium,Significant Gap
E0010,R005,HR Data Analyst,18.8,0.0,15.9,22.0,4.0,6.0,Engineering,L2,"Montreal, QC",7.7,3,Solid,Medium,Significant Gap
E0010,R006,People Analytics Manager,0.0,0.0,0.0,52.0,5.0,12.0,Engineering,L2,"Montreal, QC",7.7,3,Solid,Medium,Significant Gap
E0010,R007,HRIS & People Data Specialist,18.5,0.0,15.7,31.0,5.0,8.0,Engineering,L2,"Montreal, QC",7.7,3,Solid,Medium,Significant Gap
E0010,R008,Talent Management Analytics Specialist,6.2,0.0,5.3,34.0,4.0,9.0,Engineering,L2,"Montreal, QC",7.7,3,Solid,Medium,Significant Gap
E0011,R001,People Analytics Specialist,20.5,20.0,20.5,33.0,4.0,9.0,Operations,L6,"Montreal, QC",1.8,4,Developing,High,Significant Gap
E0011,R002,Senior People Analytics Analyst,23.8,0.0,20.3,36.0,6.0,8.0,Operations,L6,"Montreal, QC",1.8,4,Developing,High,Significant Gap
E0011,R003,Talent Intelligence Analyst,15.4,0.0,13.1,33.0,5.0,9.0,Operations,L6,"Montreal, QC",1.8,4,Developing,High,Significant Gap
E0011,R004,Workforce Planning Analyst,38.2,0.0,32.5,23.0,4.0,4.0,Operations,L6,"Montreal, QC",1.8,4,Developing,High,Significant Gap
E0011,R005,HR Data Analyst,6.7,0.0,5.7,26.0,4.0,7.0,Operations,L6,"Montreal, QC",1.8,4,Developing,High,Significant Gap
E0011,R006,People Analytics Manager,33.1,0.0,28.1,35.0,5.0,6.0,Operations,L6,"Montreal, QC",1.8,4,Developing,High,Significant Gap
E0011,R007,HRIS & People Data Specialist,10.1,0.0,8.6,31.0,5.0,7.0,Operations,L6,"Montreal, QC",1.8,4,Developing,High,Significant Gap
E0011,R008,Talent Management Analytics Specialist,10.4,0.0,8.9,32.0,4.0,8.0,Operations,L6,"Montreal, QC",1.8,4,Developing,High,Significant Gap
E0012,R001,People Analytics Specialist,35.7,20.0,33.4,26.0,4.0,6.0,Human Resources,L4,"Toronto, ON",6.3,4,Solid,Medium,Significant Gap
E0012,R002,Senior People Analytics Analyst,34.7,16.7,32.0,32.0,5.0,7.0,Human Resources,L4,"Toronto, ON",6.3,4,Solid,Medium,Significant Gap
E0012,R003,Talent Intelligence Analyst,26.9,20.0,25.9,29.0,4.0,8.0,Human Resources,L4,"Toronto, ON",6.3,4,Solid,Medium,Significant Gap
E0012,R004,Workforce Planning Analyst,30.6,0.0,26.0,25.0,4.0,6.0,Human Resources,L4,"Toronto, ON",6.3,4,Solid,Medium,Significant Gap
E0012,R005,HR Data Analyst,28.7,25.0,28.2,23.0,3.0,6.0,Human Resources,L4,"Toronto, ON",6.3,4,Solid,Medium,Significant Gap
E0012,R006,People Analytics Manager,48.7,20.0,44.4,27.0,4.0,5.0,Human Resources,L4,"Toronto, ON",6.3,4,Solid,Medium,Significant Gap
E0012,R007,HRIS & People Data Specialist,28.9,0.0,24.6,24.0,5.0,5.0,Human Resources,L4,"Toronto, ON",6.3,4,Solid,Medium,Significant Gap
E0012,R008,Talent Management Analytics Specialist,23.6,25.0,23.8,28.0,3.0,7.0,Human Resources,L4,"Toronto, ON",6.3,4,Solid,Medium,Significant Gap
E0013,R001,People Analytics Specialist,16.1,20.0,16.7,35.0,4.0,10.0,Engineering,L3,"Toronto, ON",5.1,4,Solid,Medium,Significant Gap
E0013,R002,Senior People Analytics Analyst,9.7,0.0,8.3,44.0,6.0,10.0,Engineering,L3,"Toronto, ON",5.1,4,Solid,Medium,Significant Gap
E0013,R003,Talent Intelligence Analyst,9.0,0.0,7.6,34.0,5.0,9.0,Engineering,L3,"Toronto, ON",5.1,4,Solid,Medium,Significant Gap
E0013,R004,Workforce Planning Analyst,6.2,0.0,5.3,35.0,4.0,9.0,Engineering,L3,"Toronto, ON",5.1,4,Solid,Medium,Significant Gap
E0013,R005,HR Data Analyst,27.5,25.0,27.1,21.0,3.0,5.0,Engineering,L3,"Toronto, ON",5.1,4,Solid,Medium,Significant Gap
E0013,R006,People Analytics Manager,10.3,0.0,8.8,47.0,5.0,9.0,Engineering,L3,"Toronto, ON",5.1,4,Solid,Medium,Significant Gap
E0013,R007,HRIS & People Data Specialist,14.5,0.0,12.3,32.0,5.0,7.0,Engineering,L3,"Toronto, ON",5.1,4,Solid,Medium,Significant Gap
E0013,R008,Talent Management Analytics Specialist,2.1,0.0,1.8,36.0,4.0,9.0,Engineering,L3,"Toronto, ON",5.1,4,Solid,Medium,Significant Gap
E0014,R001,People Analytics Specialist,22.3,0.0,19.0,32.0,5.0,7.0,Finance,L2,"Toronto, ON",4.4,4,Solid,Low,Significant Gap
E0014,R002,Senior People Analytics Analyst,20.2,0.0,17.1,38.0,6.0,7.0,Finance,L2,"Toronto, ON",4.4,4,Solid,Low,Significant Gap
E0014,R003,Talent Intelligence Analyst,10.9,0.0,9.3,35.0,5.0,9.0,Finance,L2,"Toronto, ON",4.4,4,Solid,Low,Significant Gap
E0014,R004,Workforce Planning Analyst,25.0,0.0,21.2,28.0,4.0,4.0,Finance,L2,"Toronto, ON",4.4,4,Solid,Low,Significant Gap
E0014,R005,HR Data Analyst,14.2,0.0,12.0,24.0,4.0,6.0,Finance,L2,"Toronto, ON",4.4,4,Solid,Low,Significant Gap
E0014,R006,People Analytics Manager,17.9,0.0,15.2,43.0,5.0,8.0,Finance,L2,"Toronto, ON",4.4,4,Solid,Low,Significant Gap
E0014,R007,HRIS & People Data Specialist,17.4,0.0,14.8,30.0,5.0,7.0,Finance,L2,"Toronto, ON",4.4,4,Solid,Low,Significant Gap
E0014,R008,Talent Management Analytics Specialist,12.5,0.0,10.6,32.0,4.0,8.0,Finance,L2,"Toronto, ON",4.4,4,Solid,Low,Significant Gap
E0015,R001,People Analytics Specialist,18.2,0.0,15.4,33.0,5.0,8.0,Finance,L3,"Calgary, AB",7.4,3,Solid,Medium,Significant Gap
E0015,R002,Senior People Analytics Analyst,10.0,16.7,11.0,44.0,5.0,11.0,Finance,L3,"Calgary, AB",7.4,3,Solid,Medium,Significant Gap
E0015,R003,Talent Intelligence Analyst,10.3,0.0,8.7,35.0,5.0,9.0,Finance,L3,"Calgary, AB",7.4,3,Solid,Medium,Significant Gap
E0015,R004,Workforce Planning Analyst,25.0,0.0,21.2,28.0,4.0,6.0,Finance,L3,"Calgary, AB",7.4,3,Solid,Medium,Significant Gap
E0015,R005,HR Data Analyst,12.5,0.0,10.6,25.0,4.0,7.0,Finance,L3,"Calgary, AB",7.4,3,Solid,Medium,Significant Gap
E0015,R006,People Analytics Manager,8.3,0.0,7.0,48.0,5.0,11.0,Finance,L3,"Calgary, AB",7.4,3,Solid,Medium,Significant Gap
E0015,R007,HRIS & People Data Specialist,10.9,0.0,9.2,32.0,5.0,8.0,Finance,L3,"Calgary, AB",7.4,3,Solid,Medium,Significant Gap
E0015,R008,Talent Management Analytics Specialist,11.1,0.0,9.4,32.0,4.0,8.0,Finance,L3,"Calgary, AB",7.4,3,Solid,Medium,Significant Gap
E0016,R001,People Analytics Specialist,17.3,20.0,17.7,35.0,4.0,9.0,Engineering,L1,"Toronto, ON",3.1,3,Solid,High,Significant Gap
E0016,R002,Senior People Analytics Analyst,26.7,16.7,25.2,36.0,5.0,8.0,Engineering,L1,"Toronto, ON",3.1,3,Solid,High,Significant Gap
E0016,R003,Talent Intelligence Analyst,16.7,0.0,14.2,31.0,5.0,8.0,Engineering,L1,"Toronto, ON",3.1,3,Solid,High,Significant Gap
E0016,R004,Workforce Planning Analyst,6.2,0.0,5.3,35.0,4.0,8.0,Engineering,L1,"Toronto, ON",3.1,3,Solid,High,Significant Gap
E0016,R005,HR Data Analyst,17.5,25.0,18.6,25.0,3.0,7.0,Engineering,L1,"Toronto, ON",3.1,3,Solid,High,Significant Gap
E0016,R006,People Analytics Manager,12.8,0.0,10.8,46.0,5.0,9.0,Engineering,L1,"Toronto, ON",3.1,3,Solid,High,Significant Gap
E0016,R007,HRIS & People Data Specialist,26.1,20.0,25.2,27.0,4.0,6.0,Engineering,L1,"Toronto, ON",3.1,3,Solid,High,Significant Gap
E0016,R008,Talent Management Analytics Specialist,4.2,0.0,3.5,35.0,4.0,9.0,Engineering,L1,"Toronto, ON",3.1,3,Solid,High,Significant Gap
E0017,R001,People Analytics Specialist,34.8,0.0,29.6,25.0,5.0,5.0,Human Resources,L3,"Toronto, ON",7.2,4,Solid,Medium,Significant Gap
E0017,R002,Senior People Analytics Analyst,12.3,0.0,10.5,42.0,6.0,9.0,Human Resources,L3,"Toronto, ON",7.2,4,Solid,Medium,Significant Gap
E0017,R003,Talent Intelligence Analyst,7.7,0.0,6.5,36.0,5.0,10.0,Human Resources,L3,"Toronto, ON",7.2,4,Solid,Medium,Significant Gap
E0017,R004,Workforce Planning Analyst,22.4,0.0,19.0,29.0,4.0,6.0,Human Resources,L3,"Toronto, ON",7.2,4,Solid,Medium,Significant Gap
E0017,R005,HR Data Analyst,32.9,0.0,28.0,19.0,4.0,4.0,Human Resources,L3,"Toronto, ON",7.2,4,Solid,Medium,Significant Gap
E0017,R006,People Analytics Manager,14.5,0.0,12.3,44.0,5.0,8.0,Human Resources,L3,"Toronto, ON",7.2,4,Solid,Medium,Significant Gap
E0017,R007,HRIS & People Data Specialist,23.0,0.0,19.5,28.0,5.0,5.0,Human Resources,L3,"Toronto, ON",7.2,4,Solid,Medium,Significant Gap
E0017,R008,Talent Management Analytics Specialist,22.2,0.0,18.9,29.0,4.0,7.0,Human Resources,L3,"Toronto, ON",7.2,4,Solid,Medium,Significant Gap
E0018,R001,People Analytics Specialist,27.1,0.0,23.0,30.0,5.0,7.0,Operations,L1,Remote - Canada,1.6,4,Solid,Medium,Significant Gap
E0018,R002,Senior People Analytics Analyst,20.3,0.0,17.2,38.0,6.0,7.0,Operations,L1,Remote - Canada,1.6,4,Solid,Medium,Significant Gap
E0018,R003,Talent Intelligence Analyst,10.3,0.0,8.7,35.0,5.0,9.0,Operations,L1,Remote - Canada,1.6,4,Solid,Medium,Significant Gap
E0018,R004,Workforce Planning Analyst,24.0,0.0,20.4,28.0,4.0,5.0,Operations,L1,Remote - Canada,1.6,4,Solid,Medium,Significant Gap
E0018,R005,HR Data Analyst,34.6,0.0,29.4,18.0,4.0,4.0,Operations,L1,Remote - Canada,1.6,4,Solid,Medium,Significant Gap
E0018,R006,People Analytics Manager,15.7,0.0,13.4,44.0,5.0,8.0,Operations,L1,Remote - Canada,1.6,4,Solid,Medium,Significant Gap
E0018,R007,HRIS & People Data Specialist,24.6,0.0,20.9,28.0,5.0,6.0,Operations,L1,Remote - Canada,1.6,4,Solid,Medium,Significant Gap
E0018,R008,Talent Management Analytics Specialist,8.3,0.0,7.1,33.0,4.0,8.0,Operations,L1,Remote - Canada,1.6,4,Solid,Medium,Significant Gap
E0019,R001,People Analytics Specialist,26.2,20.0,25.3,30.0,4.0,8.0,Sales,L3,"Toronto, ON",6.7,2,Solid,Medium,Significant Gap
E0019,R002,Senior People Analytics Analyst,18.8,0.0,16.0,39.0,6.0,9.0,Sales,L3,"Toronto, ON",6.7,2,Solid,Medium,Significant Gap
E0019,R003,Talent Intelligence Analyst,15.4,0.0,13.1,33.0,5.0,9.0,Sales,L3,"Toronto, ON",6.7,2,Solid,Medium,Significant Gap
E0019,R004,Workforce Planning Analyst,22.9,0.0,19.5,28.0,4.0,6.0,Sales,L3,"Toronto, ON",6.7,2,Solid,Medium,Significant Gap
E0019,R005,HR Data Analyst,12.5,0.0,10.6,25.0,4.0,7.0,Sales,L3,"Toronto, ON",6.7,2,Solid,Medium,Significant Gap
E0019,R006,People Analytics Manager,18.6,0.0,15.8,43.0,5.0,9.0,Sales,L3,"Toronto, ON",6.7,2,Solid,Medium,Significant Gap
E0019,R007,HRIS & People Data Specialist,10.9,0.0,9.2,32.0,5.0,8.0,Sales,L3,"Toronto, ON",6.7,2,Solid,Medium,Significant Gap
E0019,R008,Talent Management Analytics Specialist,9.0,0.0,7.7,33.0,4.0,8.0,Sales,L3,"Toronto, ON",6.7,2,Solid,Medium,Significant Gap
E0020,R001,People Analytics Specialist,29.2,20.0,27.8,29.0,4.0,6.0,Human Resources,L1,"Montreal, QC",0.6,3,Solid,Medium,Significant Gap
E0020,R002,Senior People Analytics Analyst,17.2,0.0,14.6,40.0,6.0,8.0,Human Resources,L1,"Montreal, QC",0.6,3,Solid,Medium,Significant Gap
E0020,R003,Talent Intelligence Analyst,5.1,0.0,4.4,37.0,5.0,10.0,Human Resources,L1,"Montreal, QC",0.6,3,Solid,Medium,Significant Gap
E0020,R004,Workforce Planning Analyst,11.8,0.0,10.0,33.0,4.0,7.0,Human Resources,L1,"Montreal, QC",0.6,3,Solid,Medium,Significant Gap
E0020,R005,HR Data Analyst,26.2,0.0,22.3,21.0,4.0,5.0,Human Resources,L1,"Montreal, QC",0.6,3,Solid,Medium,Significant Gap
E0020,R006,People Analytics Manager,16.1,0.0,13.7,44.0,5.0,8.0,Human Resources,L1,"Montreal, QC",0.6,3,Solid,Medium,Significant Gap
E0020,R007,HRIS & People Data Specialist,22.7,0.0,19.3,28.0,5.0,6.0,Human Resources,L1,"Montreal, QC",0.6,3,Solid,Medium,Significant Gap
E0020,R008,Talent Management Analytics Specialist,22.2,0.0,18.9,29.0,4.0,7.0,Human Resources,L1,"Montreal, QC",0.6,3,Solid,Medium,Significant Gap
E0021,R001,People Analytics Specialist,24.4,20.0,23.7,31.0,4.0,8.0,Operations,L4,"Vancouver, BC",3.6,4,Solid,High,Significant Gap
E0021,R002,Senior People Analytics Analyst,23.3,16.7,22.3,36.0,5.0,8.0,Operations,L4,"Vancouver, BC",3.6,4,Solid,High,Significant Gap
E0021,R003,Talent Intelligence Analyst,12.8,0.0,10.9,34.0,5.0,9.0,Operations,L4,"Vancouver, BC",3.6,4,Solid,High,Significant Gap
E0021,R004,Workforce Planning Analyst,47.2,0.0,40.1,20.0,4.0,3.0,Operations,L4,"Vancouver, BC",3.6,4,Solid,High,Significant Gap
E0021,R005,HR Data Analyst,16.7,0.0,14.2,22.0,4.0,6.0,Operations,L4,"Vancouver, BC",3.6,4,Solid,High,Significant Gap
E0021,R006,People Analytics Manager,32.8,20.0,30.8,35.0,4.0,6.0,Operations,L4,"Vancouver, BC",3.6,4,Solid,High,Significant Gap
E0021,R007,HRIS & People Data Specialist,10.1,0.0,8.6,32.0,5.0,7.0,Operations,L4,"Vancouver, BC",3.6,4,Solid,High,Significant Gap
E0021,R008,Talent Management Analytics Specialist,10.4,0.0,8.9,32.0,4.0,8.0,Operations,L4,"Vancouver, BC",3.6,4,Solid,High,Significant Gap
E0022,R001,People Analytics Specialist,8.6,0.0,7.3,37.0,5.0,9.0,Sales,L3,"Ottawa, ON",2.8,4,High,High,Significant Gap
E0022,R002,Senior People Analytics Analyst,7.5,0.0,6.4,44.0,6.0,9.0,Sales,L3,"Ottawa, ON",2.8,4,High,High,Significant Gap
E0022,R003,Talent Intelligence Analyst,2.6,0.0,2.2,38.0,5.0,10.0,Sales,L3,"Ottawa, ON",2.8,4,High,High,Significant Gap
E0022,R004,Workforce Planning Analyst,13.2,0.0,11.2,32.0,4.0,6.0,Sales,L3,"Ottawa, ON",2.8,4,High,High,Significant Gap
E0022,R005,HR Data Analyst,11.7,0.0,9.9,24.0,4.0,6.0,Sales,L3,"Ottawa, ON",2.8,4,High,High,Significant Gap
